18;;;
89;Liam Neeson;28|120|133|213|240|275|326|388|465|635|958|1013|1053|1074|1094|1232|1267|1482|1628|1778|1836|1871|1874|1900|1979|2375|2650|2749|2880|2892|3055|3204|3865|3981;
356;Helmut Bakaitis;126;
3538;Vernon Dobtcheff;2114|2787|4266;
3618;Tony Jay;2185|2571|2608;
6247;Alan Jacobs;;3973
6696;Sebastian Aguilar;4227;
2841;Tony Nappo;1621|2387|3697|3977;
2510;Ryan Coogler;;1368|4645
5911;Jerry Belson;;3774
3292;Richard Briers;1934|2454|4282;
1610;Robert Forster;799|923|1564|1632|2200|2352|2723|2750|2930;
92;Peter Berg;3043;28|116|415|570|1194|3164
6669;Tenoch Huerta;4207;
7442;Hallee Hirsh;4600;
1080;Roxane Duran;489;
7218;José Manuel Orozco Angulo;4488;
7687;Tac Fitzgerald;4711;
443;Stephen McHattie;165|2477|3425|3836|3922|4434|4465;
2018;Gretchen Mol;1052|2573|2909|2948|2984|3952|4123;
3480;Marie Gillain;2072;
404;Rob Minkoff;;146|228|276|374|864
1820;Victoria Smurfit;922;
3476;Fred Durst;;2068
3594;Jeannot Szwarc;;2161|3694
647;Jason Patric;267|1797|1949|3331|3443;
3167;Robert Pine;1844|2195|4329;
4200;Trond Fausa;2594;
4666;Mare Winningham;2953;
1906;Alycia Debnam-Carey;980;
5956;Kel O'Neill;3798;
7430;Ti West;4745;4594|4680
3200;Matthew Lawrence;1867|4435;
195;Casper Crump;63|137;
4240;Jessica Raine;2626;
8432;Bari Hyman;5021;
413;Zach Woods;150|1582|4112;
7976;Florence Ayisi;;4836
5022;Larry Fessenden;3224|4423;
232;Leo Howard;77|2236;
2717;Hugh Johnson;;1515
7670;Edward Everett Horton;4706;
3150;John Neville;1830|3203;
4713;Michael Harding;2993;
6894;Alice Cooper;4323;
4931;Zayn Malik;3152;
6529;Brooke Newton;4139;
2365;Justin Chambers;1277|2195;
7765;Eric Schaeffer;;4742
6659;Tim Boxell;;4201
4090;Harland Williams;2516|2684|2972|3380;
6886;Colin Minihan;;4320
8146;Madeleine Albright;4904;
1972;Jim Sheridan;;1018|1271|1852|2882
4521;Gene Simmons;2846;
7268;Deirdre Lorenz;4514;
822;Ethan Suplee;354|1592|1629|2543|2882|3175|3580|3718|3795|4852;
2673;Dann Florek;1484;
6370;Max Mayer;;4042
4684;Nicholas Jarecki;;2975
5473;Kevin Brodie;;3513
5984;David Raizor;3816;
1819;Pierre Morel;;921|1317|1871|2735
8104;Brendan Doogie Milewski;4890;
3;James Cameron;;0|26|288|291|606|2486|3575
1926;Peter Youngblood Hills;990;
2245;Dan Bilzerian;1194;
4787;Shawnee Smith;3040|3091|3097|3697|4390|4485;
2036;Andrei Tarkovsky;;1061
6612;Tony Giglio;;4177
6295;Soledad Villamil;4000;
348;Collin Chou;124;
5308;Emmanuelle Béart;3400;
5102;John Vernon;3269|3919;
6037;James Robertson Justice;3845;
646;Vanessa Matsui;266;
7363;Sean Durkin;;4559
6687;Jossara Jinaro;4219;
1963;Vanessa Ferlito;1012|1204|2476;
290;Hideaki Anno;;98|204
1466;Tim Hill;;708|789|837|2036|2961
3520;Bobby Moynihan;2098;
3291;Richard Fleischer;;1933|2424|2473|3711|4894
6080;Sana Saeed;3866;
3658;Joshua Logan;;2211
7272;George Newton;4516;
4739;Chuan Lu;;3009
3864;Mark Rosman;;2359|3143
7786;Amber Benson;4753;
8342;Justin Gordon;4983;
289;Atsuko Maeda;98|204;
8067;Florence Henderson;4877;
201;Morgan Freeman;66|74|120|235|343|367|380|436|445|527|534|599|622|630|635|652|733|767|772|878|929|957|1030|1081|1149|1162|1189|1248|1377|1386|1600|1604|1707|1713|1751|1764|1806|1812|1937|2031|2418|2613|2760|3434|3967|4024|4493;
5708;Charles Matthau;;3656
6809;Tawny Kitaen;4280;
1858;Mark Christopher Lawrence;954;
2708;Tony Kaye;;1510|3175|3643
588;Kirk De Micco;;241|1395
1452;Brittany Daniel;701|2170|2556|3140|3358;
3482;Landon Liboiron;2073|2317|2472;
1714;Adam Alexi-Malle;856;
5836;Richard Glatzer;;3733|4796
4161;Don Pardo;2567;
4540;Alex Garland;;2858
2877;Edgar Arreola;1644|2190;
377;Simon Merrells;136|4215;
7243;Yassine Azzouz;4504;
7216;Ximena Ayala;4488;
3254;Nancy Cartwright;1913;
2986;Saïd Taghmaoui;1717;
4997;Scott A. Martin;3210;
8126;Louise Beavers;4898;
4407;Daniele Luchetti;;2752
4913;Leon Ichaso;;3136
5444;Rick Fox;3491;
6059;Beto Gómez;;3855
7686;Matthew Feeney;4711;
2289;Mark A.Z. Dippé;;1229
3967;Bart Freundlich;;2433|3306
6662;Emily Pearson;4204;
5302;Fred Armisen;3389|4676;
6038;John Huston;;3845|3912
6821;Gary Rogers;;4285
333;Willow Smith;117|3142;
79;Kristin Scott Thomas;24|438|692|735|1415|2411|2434|2758|2809|3271|3831|3843|4357;
877;Velibor Topic;381;
3399;Dallas Barnett;2001;
7513;Robert Hall;;4628
3462;Jessica Bowman;2060;
8328;Amanda Kearsan;4977;
163;Guillermo del Toro;;52|433|750|892|2551
2707;Beverly D'Angelo;1510|1583|1862|1917|2221|2616|2620|2931|3175|3215;
1649;Ken Marino;815|1353|1755|3688|4569;
7726;Peter Breck;4725;
3188;Monica Keena;1860;
5161;Hong-jin Na;;3309
1873;Nicola Walker;962;
4810;Alan Van Sprang;3059|3443;
4923;Reba McEntire;3146;
4364;Mike Muscat;2729;
1660;Matt Bushell;820;
4553;John Waters;;2868|3209|5025
7952;Walter Connolly;4824;
2803;Brian McNamara;1580;
7355;Eric Schlosser;4554;
6248;Keenan Wynn;3974|4359;
7893;Paul Elia;4801;
3287;Vince Corazza;1932;
2116;John Gray;;1117
750;Ericson Core;;318|2020
5375;Garvin Cross;3436;
5973;Timothy Omundson;3807;
5622;Tamara Glynn;3608;
7088;Qasim Basir;;4425
3896;Anand Tucker;;2378|3405|3441
7870;Jack E. Curenton;4790;
1848;Spike Lee;;946|1128|1429|1945|2103|2795|2984|3144|3198|3599|3680|3846|4051|4212|4483|4923
8171;Evelyn Jefferson;4915;
7350;Niamh Cusack;4552;
2627;Douglas Smith;1458|3838|4048;
5126;Ferzan Ozpetek;;3283
4562;Sarah Wright;2875|3642;
6048;Juan Luis Galiardo;3851;
6360;Timothy Van Patten;4036;
1151;Richard Schiff;523|687|885|1666|1823|2091|2341|2910;
3505;Michael Papajohn;2087|3357;
6287;Kate Dickie;3996;
6592;Irene Dunne;4167;
3753;Dustin Nguyen;2283;
6351;Luis Antonio;4031;
3077;Antoni Corone;1780|3625;
7278;Sarah Murphy-Dyson;4520;
2450;Colin Ferguson;1331|4304;
4001;Suzie Steen;2455;
6192;Rachel Griffiths;3946|4087;
6539;Othon Bastos;4144;
6905;Rita Hayworth;4328;
607;Tim Blake Nelson;249|389|1301|1327|1846|1877|2172|2592|2711|3384|3639;3064|3729
6429;Howard Hawks;;4080
810;Mark Waters;;346|817|863|1833|2409|2800
2357;David Fine;1273|4287;
3887;Miyu Irino;2373;
2024;Gulshan Grover;1056;
8261;Philippe Leroy;4952;
7403;Anwar Congo;4585;
3796;Karin Konoval;2313;
5418;Guy Hamilton;;3465|3472|3483|3762|4047|4614
2710;Jacob Latimore;1511;
5846;Kim Darby;3739|4083;
246;Tamsin Egerton;84|1508|3035|3827;
4228;Allen Leech;2614;
3620;Barry Watson;2186|2972;
5793;Jennifer Rubin;3703;
5239;Robert Taylor;3352;
4685;Gary Weeks;2976;
2709;Aml Ameen;1511;
5557;Alan Alda;;3558
8332;Brandon Trost;;4978
1533;Jon Avnet;;755|784|1689
3869;J.J. Cohen;2363;
8260;Valentine;4948;4948
4154;Peter Flinth;;2561
8368;Beau Knapp;4993;
2234;William Bassett;1184|3046|3351;
2396;Patricia Heaton;1297|3853;
274;Judd Hirsch;92|407|508|3586;
4324;James Foley;;2692|2900|3149
4629;Alex Veadov;2927;
1143;Albert Brooks;519|575|1054|1468|2316|2615|2653|2693|3001|3122|4535;2693
2519;Neil Flynn;1374|2409|2711;
5109;Steven Michael Quezada;3273|4716;
7661;Dave Fennoy;4702;
2335;Jake Kasdan;;1259|1485|2357|3778
7099;Jenny O'Hara;4432;
1024;D.J. Caruso;;461|968|1319|2166|2463
7720;Erin Bethea;4723|4955;
4280;Brenda Strong;2663|3446|3568;
6885;Ashleigh Gryzko;4320;
5328;Tony Devon;3411|3629;
270;Eddie Deezen;91|586;
7771;Takashi Shimura;4747;
775;Jon Heder;328|550|707|817|1434|2251|3011|3810|4791;
2084;Rod Steiger;1097|1504|2013|3045|4638;
1517;Bill Hunter;743;
5156;Carly Schroeder;3305|4203;
817;Lou Romano;349;
1529;Elaine Stritch;752|1083|1252;
4107;Carlos Bardem;2526;
3006;Tyrone Keogh;1728;
5532;Damian Nieman;;3548
5247;James Huang;3357;
5745;Christophe Barratier;;3677
7214;Ben Youcef;4487;
5586;Fortunato Cerlino;3579;
6898;Charlotte Rae;4324;
2527;Laura-Leigh;1381;
3266;Billy Aaron Brown;1922;
321;Jennifer Garner;111|570|690|911|1243|1626|1970|2390|2840|2841|3187|3463|3714|4557;
158;Reece Ritchie;51|3971;
4951;Marcus Dunstan;;3176
664;Chazz Palminteri;276|701|1025|1605|1616|2275|2332|2479|2520|2881|3062|3592|3809|3935|4441;
6438;Angus Scrimm;4084;
5201;Frederic Forrest;3333;
7273;Richard Cawthorne;4517;
7280;Brent Neale;4520;
6354;Thomas Bo Larsen;4033;
7064;Rhonda Fleming;4410;
1192;Brían F. O'Byrne;551|1005|3945;
5545;Magda Szubanski;3555;
4063;Kevin Greutert;;2497|3040
2712;Melissa McMeekin;1512|3029;
786;Liza Minnelli;333|2794|3785;
4834;John Howard;3074;
7549;Ramaa Mosley;;4646
100;Don Cheadle;32|383|386|483|538|732|830|1054|2249|2480|2513|2667|3193|3452|3616;
2702;Tobey Maguire;1506;
3137;Jean Marsh;1819|3995;
4396;Jake Paltrow;;2747
3755;Charles T. Kanganis;;2283
4140;Perry Andelin Blake;;2550
6092;Michael J. Morris;3872;
8161;Bertrand Cantat;4911;
7745;Vince McMahon;4733;
2982;James Biberi;1715|1987;
7027;Yasmine Al Massri;4393;
7376;Colette Divine;4566;
949;Martin Brest;;420|899|1655|2600
4790;Alicia Keys;3042;
4301;Jason Priestley;2679|3882|4137;
4681;Wallace Wolodarsky;;2972
7503;Robert Heath;;4625
2362;Carlease Burke;1275;
6415;David Opatoshu;4071;
5666;Pamela Salem;3632;
4779;R.J. Cutler;;3032
5011;Michel Serrault;3220;
927;Meryl Streep;410|860|914|945|1106|1111|1204|1295|1408|1483|1575|1618|1674|1752|1801|1920|1925|1941|2067|2086|2206|2386|2629|2781|3135|3641;
1786;Billy Gardell;897;
3071;Talulah Riley;1776;
4189;Paz de la Huerta;2588|3037;
6260;Reginald Owen;3978;
1199;Randall Duk Kim;553|1702;
3363;Peter Kwong;1976;
6707;Kayla Ewell;4232;
3274;Steve Pemberton;1927;
6630;Leslie Small;;4187|4678
8480;Anthony Vallone;;5036
2004;Mel Rodriguez;1043;
3929;Louis Mandylor;2404|3737;
1095;Richard Tyson;495|1837|1939|2082|4988;
2875;Derek Luke;1643|1864|2075|2476|2806|2896|4830;
6289;Joe Estevez;3997;
7300;Martin Sharpe;4527;
677;Dominic Sena;;282|483|1489
2356;Christian Duguay;;1272|1312
736;Patrick Muldoon;310|4513;
444;Rene Russo;166|587|957|1098|1209|1402|1584|3034;
7981;Christina Chambers;4840;
392;Elisabeth Harnois;143;
2306;Deneen Tyler;1242;
5649;Ryan Bollman;3625;
2282;Sam Jaeger;1225;
7246;Antonio Arrué;4505;
5371;Jessica Tandy;3434|4233;
1697;Thomas Ian Nicholas;844|1500|2649|4092;
7848;Alec Asten;;4782
8070;Tom Seidman;;4877
562;Demi Moore;226|297|853|974|995|1021|1142|1524|2073|2081|2290|2472|2929|3211|3954|4025;
5495;Thaddeus O'Sullivan;;3529
7031;Alejandro Furth;4394;
8282;Jamaa Fanaka;;4961
3571;Jason London;2142|3049|3252|4712;
6599;Pawel Pawlikowski;;4170|4384
6142;Ellar Coltrane;3906;
7281;Guy Maddin;;4520
6222;Howard Hughes;;3960
3307;Amy Stewart;1942;
1179;Adam Arkin;543|1260|2246|4553;
1339;Gary Farmer;632|2960|3836|4264|4367;
5699;Reiner Schwarz;3651;
5187;David Gulpilil;3323|3504;
5318;Marina Sirtis;3407;
1448;Si Won Choi;700;
1378;Nora Ephron;;659|687|1204
5663;Sam Peckinpah;;3630|3830|3972|3991
6793;Shelley Waggener;4270;
6368;John Ford;;4041|4165|4389|4481
3001;Kad Merad;1724|2586;
1962;Jessica Collins;1010;
6745;Shaun O'Hagan;4246;
2814;Heather Matarazzo;1598|2972|4661|4741;
3774;Sammy Davis Jr.;2299;
4855;Antonia Thomas;3084;
2644;Ken Arnold;1469;
8294;Phil Fish;4965;
3780;Chris Brown;2302|2773|2851|2921;
6692;Jerry Rees;;4224
5277;Tina Gilton;3373;
6292;Michael Martin;;3997
1994;David Patrick Kelly;1036|1328|3488|4363;
4403;Gerry Lively;;2751
8386;Patricia Raven;5000;
8065;Jessica Duffy;4876;
7896;Catriona MacColl;4802;
3664;Steve Beck;;2214|2361
2048;Olympia Dukakis;1071|1573;
8311;Jason Miller;;4970
7424;Raquel Elizabeth Ames;4592;
3529;Bruce Dern;2106|2596|2864|2959|3410|3448|3457|3537|3710|4068|4369|4529;
6266;Mike Farrell;3982;
2884;Sanoe Lake;1650;
4270;Ser'Darius Blain;2657;
6096;Amanda Redman;3874;
7025;Dave Meyers;;4391
7254;Kristin Booth;4509;
7998;Ryan Carnes;4847;
546;T.J. Thyne;218|2942|3174|3674;
4182;Lynn Redgrave;2583|3203|3999|4252|4823;
5103;Don Francks;3269;
5226;John Sayles;;3347|3663|3743|4433
2354;Vanessa Aspillaga;1270;
8198;Tracy Camilla Johns;4923;
1133;Emily Watson;512|1568|1719|1952|1969|2329|2376|2641|3534;
8176;Nadia Tass;;4916
681;Jessica Capshaw;284|3133;
3372;Jonathan Kaplan;;1983
6620;Dinesh D'Souza;4181;4181
4546;Rolando Molina;2862|3260;
7342;Richard Jaeckel;4549;
1498;Alyson Stoner;729|1193|1649|2928;
3143;William Mapother;1822|4926;
633;Sullivan Stapleton;261|3471;
5387;Richard Bull;3445|3673;
1554;Isaac Hempstead Wright;765|3822;
1091;Charlie Rowe;494|1037|2726;
7988;Elizabeth Stenholt;4843;
2115;Alexa PenaVega;1117|1191|1302|1342|1390|1405|1824|2305|3165|3353|4020|4231;
8396;Kirpatrick Thomas;5004;
3506;Colleen Haskell;2087;
5512;Cindy Robinson;3539;
6844;Mitchell Lichtenstein;;4297
8457;Tatiana Suarez-Pico;5030;
3089;Dominic Flores;1788;
3330;James Bridges;;1956
2969;Andy Cadiff;;1705|2063
14;Joseph Gordon-Levitt;3|77|97|315|653|691|1128|1142|1346|1475|1496|1615|1981|2845|3368|3468|3526|3672|4650;3672
6790;Celeste Holm;4269;
7325;Hiroshi Abe;4542;
3286;Park Bench;1932;
1387;Courtney B. Vance;664|1261|1593;
4010;Leonie Benesch;2460;
4244;Clayton Snyder;2631;
3160;Jeanne Moreau;1839|3657;
1280;Jonathan Frakes;600|778|1067|1343;600|887|1067|1850
5273;Lola Glaudini;3371;
7913;Gabriel Hogan;4808;
8135;David G. Evans;;4900
2118;Obba Babatundé;1118|2940;
8495;Brian Herzlinger;5042;
7453;Scott Levy;4605;
4399;Anthony Silverston;;2749
7101;Brian Lee Franklin;4433;
819;Matthew Modine;350|1559;
2788;Hyung-rae Shim;;1564|2833
2343;KaDee Strickland;1264|3847;
1418;Michael Kitchen;681|1575;
722;Max Records;302;
4493;Elisa Donovan;2821;
7033;Ohad Knoller;4395;
718;Gary Lewis;301|2119|3719;
1643;Eric McCormack;813|2303;
3321;Don McManus;1952;
3552;Romain Duris;2125|3652;
2694;Warren Brown;1499;
4603;Mary Astor;2904;
6195;Danny Arroyo;3948;
5037;Jared Gilman;3233;
2455;Oscar Gale;1337;
7495;Chrystee Pharris;4622;
2729;Vincent Perez;1520|2561;
4303;Stephan Elliott;;2679|2809
1312;Gary McKendry;;619
3545;Roger Cross;2121|3266;
1048;Kelly Asbury;;473
2635;Bill Bailey;1464|2558;
1098;Jenna Elfman;496;
311;Dominic Cooper;108|171|608|643|649|1715|1817|2369|3397|3440|3980;
3000;Sandrine Kiberlain;1724|3449;
748;Brad Silberling;;316|847|854|2146
3455;Theresa Randle;2052;
8472;Quynn Ton;5034;
8202;Cary Bell;;4924
2043;Billy Blair;1068;
4987;Maria Dizzia;3201;
3927;Sean Patrick Thomas;2401|2838|2922|3039;
1783;Jon Seda;894|2202|2279;
7365;Jake Lacy;4560;
512;Ralph Ineson;199|3939|3996;
5689;Catherine Bell;3645;
4741;Lijun Sun;;3011
5370;Michael Winnick;;3433
3666;Jeff Perry;2216;
13;Christian Bale;3|44|66|120|159|289|327|769|832|839|901|1052|1185|1233|1699|1756|2047|2126|2319|2329|2625|3029|3186|3308|3383|3779|3891|4277;
4089;Fede Alvarez;;2515
1486;Patrick Fischler;722|1172|2026|4214;
2775;Julian Richings;1555|1840|2344|2776|3147|3886|3996|4196|4860;
2095;William Lucking;1106|3192;
3151;Kim-Marie Woodhouse;1831;
5901;Guillaume Denaiffe;3770;
6339;Sofie Gråbøl;4024;
8000;Rumi Missabu;4848;
952;Jsu Garcia;421;
1436;Martin Henderson;693|2840|3503;
1724;J.T. Walsh;862|1383|1465|2832|3821;
530;Guy Ritchie;;212|366|548|2452|3017|3117|3216|4458
595;Cedric Nicolas-Troyan;;244
1300;Dexter Fletcher;614|2308|2754|3713|4458;1944|2059
2465;Elvis Tsui;1344;
2783;Mike Doyle;1561;
755;Benjamin Walker;320|643;
1047;Zahn McClarnon;473;
1981;Alden Ehrenreich;1027|2107|2994|3537;
1221;Keegan-Michael Key;567|2674;
331;Charlize Theron;116|128|227|244|482|696|724|787|827|882|1168|1267|1279|1387|1519|1548|1690|1989|2071|2331|2962|3710|4173|4183;
1810;Mircea Monroe;918|3302|4329;
3184;Mario Van Peebles;1858|2015|2066|4928;2015|4222
5800;Victor Mature;3707;
3544;David Palmer;;2120
4211;Gérard Krawczyk;;2598
7627;Whitney Able;4685|4755;
1094;Barry Cook;;494
2832;Daniel Rindress-Kay;1614;
1074;Rosalind Chao;485;
6601;Frank Sebastiano;;4172
1008;Seth Gordon;;453|1406|1410
6135;Gordon Jackson;3903;
6593;Judie Aronson;4169;
6067;Yeong-ae Lee;3859;
3499;Mel Brooks;;2079|3041|3869|4023|4158|4168|4573
5647;John Cameron Mitchell;3624;3624|3782|4283
3333;Matthew Knight;1958|2196;
1075;Vincent Ward;;485
8268;Shannen Fields;4955|5018;
1138;Jeremy Northam;517|2090|2521|3008|3076|4383;
3066;Deborah Twiss;1772;
5231;Martin Lucey;3349;
7751;Marina Golbahari;4735;
8391;Ronee Collins;5002;
2599;Ashley Williams;1443|2316|4025;
3193;Jessica Wesson;1863;
5135;Ben Younger;;3292
7855;Michael Stahl-David;4785;
5106;Michaela McManus;3272;
7348;Magda Apanowicz;4551;
471;Penelope Wilton;178|1743|2664|3108;
8044;James Deen;4868;
5674;Sammy Nagi Njuguna;3635;
2406;Jeffrey Combs;1303|2364|3228;
916;Fred Tatasciore;403;
6434;Athina Rachel Tsangari;4082;
603;Grant Heslov;247|948;2032
4017;Lars Ulrich;2464;
3397;Michael Paré;1998|4445|5014;
1838;Conchata Ferrell;937|2177|2633|3603;
2026;Deepa Mehta;;1056|4088
28;Donna Murphy;7|4364;
1747;William Friedkin;;872|1025|2123|2180|2916|3210|4226
7113;Gerard Johnstone;;4438
3337;Richard Kelly;;1959|2527|3854
3650;John Patrick Shanley;;2206
6915;Paul Bunnell;;4333
906;Nick Searcy;396|4177;
494;Jordi Mollà;190|234|348|881|1283|1401|1574|1629|2971;
1030;Lili Taylor;465|587|730|1929|2163|2219|2513|3603|3921;
7247;Juan Carlos Montoya;4505;
8462;Joe Coffey;5031;
6722;Stefanie Drummond;4237;
2663;Wendell Pierce;1478|2796|3158|3366|3704;
7193;Adrienne King;4475;
2456;Wei Zhao;1338|3218;
6834;Bob Giraldi;;4292
7223;David Boyd;;4495
2853;John Savage;1630|2629|3509|3680|3852|4131;
1013;Adam Shankman;;456|531|617|729|834|1760|2157|3037
3862;Michael Spears;2356;
4058;Patrick Gallagher;2490;
8400;Kate Dollenmayer;5005|5010;
1425;Michael Lehmann;;686|1331|2498
1941;Kelly Rowan;999;
5105;Jizelle Jade;3270;
5934;Errol Morris;;3790
4214;Chen Chang;2605|2737;
3118;Callie Khouri;;1804|2121
1350;Stephen Merchant;638;
1765;Karey Kirkpatrick;;885
3056;Ann Talman;1766;
326;Anthony Hopkins;113|127|130|136|153|193|420|446|490|512|613|661|873|900|1125|1203|1248|1392|1579|1611|1993|2096|2158|2375|2666|2725|2799|3090|3396|3713;
1052;Stephen Hopkins;;475|869|1280|1456|3593|3727
4198;Jesse Vaughan;;2593
1662;Kevin Brown;822;
4479;James Fargo;;2810
803;Michael Jeter;344|712|1840|2389|2720|3000|4063;
5419;Cynthia Rhodes;3467;
6071;Marie Féret;3860;
4610;Björk;2907;
464;Bill Condon;;174|187|542|1876|3055|3999
6887;Peter McQuinn;4321;
6989;Mitchell Altieri;;4372
7788;Eddie Spears;4754;
8211;Joe Lev;4929;
2390;J.A. Bayona;;1293|3916
4506;Paul Brannigan;2831;
594;Noah Emmerich;243|719|809|1581|1758|2022|2730|2803|3944;
929;Zoe Kazan;410|1788|2003|4290|5003;
1555;Tracy Morgan;765|1375|1396|1472|2164|2745;
6153;Fernando Cayo;3916;
2695;Bille August;;1502|1728
2983;Niels Arden Oplev;;1715|2870
3315;John Sparkes;1947;
892;William Smith;390|676|2193|3128|4712;
5747;Claudia Ferri;3678;
5080;Vic Sarin;;3253|3648
5044;Nicholas Hamilton;3239;
7408;Greg D'Agostino;4586;
60;Rob Marshall;;18|417|497|945|1585
691;Jamie Lee Curtis;291|955|1833|2162|2224|2420|2439|2492|2531|2566|2619|2649|4532|4721|4821;
7021;Victor McLaglen;4389;
3625;Kath Soucie;2188|2254;
1084;Bart the Bear;490;
7298;Talia Zucker;4527;
7617;Ben Wheatley;;4679|5007
141;James Wan;;45|1196|2163|2293|3696|4413|4485
4619;Bin Won;2914;
6937;Tim Hunter;;4343
2683;Ray Nicholas;1491;
2716;Hudson Leick;1515;
447;Kevin Rankin;167|2646;
3914;Ching Wan Lau;2388|3022;
7944;Doug Block;;4818
3928;Terry Zwigoff;;2402|3674
6466;Nambitha Mpumlwana;4101;
4846;Keir Dullea;3079;
7925;Bessie Love;4812;
6655;Steve Burg;4199;
5538;Silvio Muccino;3551;
4751;Kelly LeBrock;3015;
2628;Hugh Wilson;;1458|1599|2115|3841
3197;Christo Jivkov;1866;
5592;Katharine Ross;3584|4203;
2352;Noah Bean;1270;
3100;Eduardo Noriega;1793|2728;
7474;Randall Rubin;;4612
7140;Billy Gilbert;4449;
6031;Robert Sarkies;;3840
8182;Robert Turano;4918;
2150;Oliver Parker;;1135|2709|3035|3076
4609;Mark Herman;;2906|3619
8478;John Considine;5036;
295;Matthew Vaughn;;102|610|1772|3567
4640;Katherine Boecher;2935|4769;
4453;Bethany Joy Lenz;2793;
2604;Logan Browning;1444|4355;
1604;Susanna Thompson;795|4417;
8216;Darren Healy;4931;
7625;Nichola Burley;4684;
1666;Nate Parker;825|958|2975|3042|3231|3499|4953;4953
1754;Ellen Barkin;879|2057|2358|2389|3162|3746|3881;
1365;Lisa Edelstein;650|721|1737;
2135;Charlie Yeung;1130|2014;
159;Mike Newell;;51|115|669|1132|1436|1535|3843
388;Aasif Mandvi;140|670|1475|2280;
1631;Tania Saulnier;808|2599;
2105;Peter Howitt;;1110|1561|1712|3605
4163;Allen Coulter;;2569
667;Anika Noni Rose;277|542|2983;
2856;Brenda Song;1632;
7489;Álex Angulo;4620;
7358;Robert Amaya;4555;
5140;Daniel Taplitz;;3295
5533;Gil Bellows;3549;
4091;Rachel Dratch;2516|4736;
3708;Billy Barty;2246;
2011;Michael Nardone;1046;
203;Jess Harnell;67|2528;
932;Jane Krakowski;412|1300|1985|2328|2620|3142;
3861;Martina Gedeck;2355|4259;
2067;Robin Sachs;1086;
4512;Tuesday Knight;2839;
2432;Ljubomir Kerekes;1321;
2482;Beth Grant;1356|1868|2545|2661|2855|3181|3332|3515;
