33;Alice in Wonderland ;103;4;35;102;108;2010;Adventure|Family|Fantasy;6.5;451;PG;English;USA;alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion;http://www.imdb.com/title/tt1014759/?ref_=fn_tt_tt_1
34;X-Men: The Last Stand ;107;104;105;106;104;2006;Action|Adventure|Fantasy|Sci-Fi|Thriller;6.8;334;PG-13;English;Canada;battle|mutant|outrage|walking through a wall|x men;http://www.imdb.com/title/tt0376994/?ref_=fn_tt_tt_1
35;Monsters University ;111;108;109;110;104;2013;Adventure|Animation|Comedy|Family|Fantasy;7.3;376;G;English;USA;cheating|fraternity|monster|singing in a car|university;http://www.imdb.com/title/tt1453405/?ref_=fn_tt_tt_1
36;Transformers: Revenge of the Fallen ;115;112;113;114;150;2009;Action|Adventure|Sci-Fi;6.0;366;PG-13;English;USA;autobot|decepticon|machine|sun|symbol;http://www.imdb.com/title/tt1055369/?ref_=fn_tt_tt_1
37;Transformers: Age of Extinction ;115;116;117;105;165;2014;Action|Adventure|Sci-Fi;5.7;378;PG-13;English;USA;blockbuster|bumblebee the character|semi truck and trailer|texas|truck;http://www.imdb.com/title/tt2109248/?ref_=fn_tt_tt_1
38;Oz the Great and Powerful ;26;118;119;24;130;2013;Adventure|Family|Fantasy;6.4;525;PG;English;USA;circus|magic|magician|oz|witch;http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1
39;The Amazing Spider-Man 2 ;72;69;70;120;142;2014;Action|Adventure|Fantasy|Sci-Fi;6.7;495;PG-13;English;USA;costumed hero|death of girlfriend|masked vigilante|returning character killed off|teenager;http://www.imdb.com/title/tt1872181/?ref_=fn_tt_tt_1
40;TRON: Legacy ;124;121;122;123;125;2010;Action|Adventure|Sci-Fi;6.8;469;PG;English;USA;arcade|bridge|disappearance|escape|warrior;http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1
41;Cars 2 ;127;125;82;126;106;2011;Adventure|Animation|Comedy|Family|Sport;6.3;304;G;English;USA;best friend|car race|conspiracy|gadget car|spy;http://www.imdb.com/title/tt1216475/?ref_=fn_tt_tt_1
42;Green Lantern ;131;128;129;130;123;2011;Action|Adventure|Sci-Fi;5.6;436;PG-13;English;USA;autopsy|lantern|planet|ring|test pilot;http://www.imdb.com/title/tt1133985/?ref_=fn_tt_tt_1
43;Toy Story 3 ;135;132;133;134;103;2010;Adventure|Animation|Comedy|Family|Fantasy;8.3;453;G;English;USA;college|day care|escape|teddy bear|toy;http://www.imdb.com/title/tt0435761/?ref_=fn_tt_tt_1
44;Terminator Salvation ;137;13;93;136;118;2009;Action|Adventure|Sci-Fi;6.6;422;PG-13;English;USA;death row|future|machine|rescue|skynet;http://www.imdb.com/title/tt0438488/?ref_=fn_tt_tt_1
45;Furious 7 ;141;138;139;140;140;2015;Action|Crime|Thriller;7.2;424;PG-13;English;USA;car falling off a cliff|hospital|revenge|star died before release|terrorist;http://www.imdb.com/title/tt2820852/?ref_=fn_tt_tt_1
46;World War Z ;49;142;143;144;123;2013;Action|Adventure|Horror|Sci-Fi|Thriller;7.0;654;PG-13;English;USA;chaos|disease|infection|pandemic|zombie;http://www.imdb.com/title/tt0816711/?ref_=fn_tt_tt_1
47;X-Men: Days of Future Past ;46;145;54;104;149;2014;Action|Adventure|Fantasy|Sci-Fi|Thriller;8.0;539;PG-13;English;USA;dystopia|super strength|supernatural power|time paradox|time travel;http://www.imdb.com/title/tt1877832/?ref_=fn_tt_tt_1
48;Star Trek Into Darkness ;149;146;147;148;132;2013;Action|Adventure|Sci-Fi;7.8;590;PG-13;English;USA;admiral|captain|manhunt|mission|space;http://www.imdb.com/title/tt1408101/?ref_=fn_tt_tt_1
49;Jack the Giant Slayer ;46;150;151;152;114;2013;Adventure|Fantasy;6.3;338;PG-13;English;USA;bean|giant|king|no opening credits|princess;http://www.imdb.com/title/tt1351685/?ref_=fn_tt_tt_1
50;The Great Gatsby ;155;84;153;154;143;2013;Drama|Romance;7.3;490;PG-13;English;Australia;ingratitude|mansion|party|title appears in writing|tragedy;http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1
51;Prince of Persia: The Sands of Time ;159;156;157;158;116;2010;Action|Adventure|Fantasy|Romance;6.6;306;PG-13;English;USA;alamut|dagger|king|persia|princess;http://www.imdb.com/title/tt0473075/?ref_=fn_tt_tt_1
52;Pacific Rim ;163;160;161;162;131;2013;Action|Adventure|Sci-Fi;7.0;575;PG-13;English;USA;giant monster|kaiju|pilot|portal|robot;http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1
53;Transformers: Dark of the Moon ;115;112;164;113;154;2011;Action|Adventure|Sci-Fi;6.3;428;PG-13;English;USA;autobot|decepticon|job interview|moon|spacecraft;http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1
54;Indiana Jones and the Kingdom of the Crystal Skull ;168;165;166;167;122;2008;Action|Adventure|Fantasy;6.2;470;PG-13;English;USA;cult figure|femme fatale|indiana jones|unsubtitled foreign language|year 1957;http://www.imdb.com/title/tt0367882/?ref_=fn_tt_tt_1
55;The Good Dinosaur ;171;169;170;171;93;2015;Adventure|Animation|Comedy|Family|Fantasy;6.8;298;PG;English;USA;apatosaurus|asteroid|dinosaur|fear|river;http://www.imdb.com/title/tt1979388/?ref_=fn_tt_tt_1
56;Brave ;174;172;133;173;93;2012;Adventure|Animation|Comedy|Family|Fantasy;7.2;488;PG;English;USA;archery|coming of age|female warrior|princess|rebellious daughter;http://www.imdb.com/title/tt1217209/?ref_=fn_tt_tt_1
57;Star Trek Beyond ;178;175;176;177;122;2016;Action|Adventure|Sci-Fi|Thriller;7.5;322;PG-13;English;USA;hatred|sequel|space opera|star trek|third part;http://www.imdb.com/title/tt2660888/?ref_=fn_tt_tt_1
58;WALL·E ;22;133;179;180;98;2008;Adventure|Animation|Family|Sci-Fi;8.4;421;G;English;USA;earth|obesity|plant|robot|soil;http://www.imdb.com/title/tt0910970/?ref_=fn_tt_tt_1
59;Rush Hour 3 ;107;181;182;183;91;2007;Action|Comedy|Crime|Thriller;6.2;162;PG-13;English;USA;ambassador|assassination|chinese|french|triad;http://www.imdb.com/title/tt0293564/?ref_=fn_tt_tt_1
60;2012 ;187;184;185;186;158;2009;Action|Adventure|Sci-Fi;5.8;367;PG-13;English;USA;ark|catastrophe|geologist|president|writer;http://www.imdb.com/title/tt1190080/?ref_=fn_tt_tt_1
61;A Christmas Carol ;191;188;189;190;96;2009;Animation|Drama|Family|Fantasy;6.8;240;PG;English;USA;charles dickens|christmas|christmas eve|ghost|scrooge;http://www.imdb.com/title/tt1067106/?ref_=fn_tt_tt_1
62;Jupiter Ascending ;194;192;119;193;127;2015;Action|Adventure|Sci-Fi;5.4;384;PG-13;English;USA;box office flop|critically bashed|planet earth|space opera|woman in bra and panties;http://www.imdb.com/title/tt1617661/?ref_=fn_tt_tt_1
63;The Legend of Tarzan ;38;8;90;195;110;2016;Action|Adventure|Drama|Romance;6.6;248;PG-13;English;USA;africa|capture|jungle|male objectification|tarzan;http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1
64;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;57;167;196;197;150;2005;Adventure|Family|Fantasy;6.9;284;PG;English;USA;hide and seek|lion|magic|professor|snow;http://www.imdb.com/title/tt0363771/?ref_=fn_tt_tt_1
65;X-Men: Apocalypse ;46;145;198;199;144;2016;Action|Adventure|Sci-Fi;7.3;396;PG-13;English;USA;mutant|superhero|superhero team|x men|year 1983;http://www.imdb.com/title/tt3385516/?ref_=fn_tt_tt_1
66;The Dark Knight ;15;13;200;201;152;2008;Action|Crime|Drama|Thriller;9.0;645;PG-13;English;USA;based on comic book|dc comics|psychopath|star died before release|urban setting;http://www.imdb.com/title/tt0468569/?ref_=fn_tt_tt_1
67;Up ;204;133;202;203;96;2009;Adventure|Animation|Comedy|Family;8.3;408;PG;English;USA;balloon|house|promise|retirement|skeleton;http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1
68;Monsters vs. Aliens ;208;205;206;207;94;2009;Action|Adventure|Animation|Comedy|Family|Sci-Fi;6.5;219;PG;English;USA;alien|alien invasion|alien space craft|giant|giantess;http://www.imdb.com/title/tt0892782/?ref_=fn_tt_tt_1
69;Iron Man ;99;32;121;99;126;2008;Action|Adventure|Sci-Fi;7.9;486;PG-13;English;USA;afghanistan|billionaire|inventor|playboy|u.s. air force;http://www.imdb.com/title/tt0371746/?ref_=fn_tt_tt_1
70;Hugo ;210;209;77;166;126;2011;Adventure|Drama|Family|Mystery;7.5;682;PG;English;USA;automaton|mechanical|railway station|steampunk|train;http://www.imdb.com/title/tt0970179/?ref_=fn_tt_tt_1
71;Wild Wild West ;64;61;211;212;106;1999;Action|Comedy|Sci-Fi|Western;4.8;85;PG-13;English;USA;buddy movie|general|inventor|steampunk|utah;http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1
72;The Mummy: Tomb of the Dragon Emperor ;216;213;214;215;112;2008;Action|Adventure|Fantasy|Horror|Thriller;5.2;264;PG-13;English;USA;army|china|emperor|mummy|shangri la;http://www.imdb.com/title/tt0859163/?ref_=fn_tt_tt_1
73;Suicide Squad ;219;61;217;218;123;2016;Action|Adventure|Comedy|Sci-Fi;6.9;418;PG-13;English;USA;based on comic book|critically bashed|father daughter relationship|reference to superman|super villain;http://www.imdb.com/title/tt1386697/?ref_=fn_tt_tt_1
74;Evan Almighty ;222;220;201;221;96;2007;Comedy|Family|Fantasy;5.4;186;PG;English;USA;ark|change|congressman|depiction of god|flood;http://www.imdb.com/title/tt0413099/?ref_=fn_tt_tt_1
75;Edge of Tomorrow ;226;223;224;225;113;2014;Action|Adventure|Sci-Fi;7.9;585;PG-13;English;USA;alien|combat|dying repeatedly|end of the world|time loop;http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1
76;Waterworld ;230;227;228;229;176;1995;Action|Adventure|Sci-Fi|Thriller;6.1;91;PG-13;English;USA;future|sail|sea|smoker|water;http://www.imdb.com/title/tt0114898/?ref_=fn_tt_tt_1
77;G.I. Joe: The Rise of Cobra ;233;14;231;232;118;2009;Action|Adventure|Sci-Fi|Thriller;5.8;250;PG-13;English;USA;cobra|gi joe|snake|train|warhead;http://www.imdb.com/title/tt1046173/?ref_=fn_tt_tt_1
78;Inside Out ;204;205;234;235;95;2015;Adventure|Animation|Comedy|Drama|Family|Fantasy;8.3;536;PG;English;USA;anger|joy|memory|running away|sadness;http://www.imdb.com/title/tt2096673/?ref_=fn_tt_tt_1
79;The Jungle Book ;99;33;236;237;106;2016;Adventure|Drama|Family|Fantasy;7.8;370;PG;English;UK;fire|jungle|remake|tiger|wolf;http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1
80;Iron Man 2 ;99;32;33;99;124;2010;Action|Adventure|Sci-Fi;7.0;453;PG-13;English;USA;hammer|military|monaco|revenge|tony stark;http://www.imdb.com/title/tt1228705/?ref_=fn_tt_tt_1
81;Snow White and the Huntsman ;239;31;238;58;132;2012;Action|Adventure|Drama|Fantasy;6.1;416;PG-13;English;USA;evil queen|fairy tale|magic|queen|snow white;http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1
82;Maleficent ;243;240;241;242;97;2014;Action|Adventure|Family|Fantasy|Romance;7.0;401;PG;English;USA;curse|dark fantasy|fairy|king|kingdom;http://www.imdb.com/title/tt1587310/?ref_=fn_tt_tt_1
83;Dawn of the Planet of the Apes ;245;190;94;244;130;2014;Action|Adventure|Drama|Sci-Fi;7.6;521;PG-13;English;USA;ape|dam|leader|post apocalypse|sequel;http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1
84;The Lovers ;249;246;247;248;109;2015;Action|Adventure|Romance|Sci-Fi;4.5;10;R;English;Belgium;1770s|british india|great barrier reef|india|ring;http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1
85;47 Ronin ;253;250;251;252;128;2013;Action|Adventure|Drama|Fantasy;6.3;218;PG-13;English;USA;box office flop|ronin|samurai|shogun|tournament;http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1
86;Captain America: The Winter Soldier ;88;33;87;254;136;2014;Action|Adventure|Sci-Fi;7.8;576;PG-13;English;USA;conspiracy|heroism|megalomaniac|super soldier|world domination;http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1
87;Shrek Forever After ;258;255;256;257;93;2010;Adventure|Animation|Comedy|Family|Fantasy;6.4;226;PG;English;USA;alternate world|fairy tale parody|female warrior|ogre|true love;http://www.imdb.com/title/tt0892791/?ref_=fn_tt_tt_1
88;Tomorrowland ;261;94;259;260;130;2015;Action|Adventure|Family|Mystery|Sci-Fi;6.5;443;PG;English;USA;boy genius|futuristic city|inventor|teenage girl|time travel;http://www.imdb.com/title/tt1964418/?ref_=fn_tt_tt_1
89;Big Hero 6 ;265;262;263;264;102;2014;Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi;7.9;384;PG;English;USA;high tech|martial arts|masked man|robot|superhero;http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1
90;Wreck-It Ralph ;269;266;267;268;101;2012;Adventure|Animation|Comedy|Family|Sci-Fi;7.8;377;PG;English;USA;arcade|candy|glitch|king|medal;http://www.imdb.com/title/tt1772341/?ref_=fn_tt_tt_1
91;The Polar Express ;191;132;270;271;100;2004;Adventure|Animation|Family|Fantasy;6.6;188;G;English;USA;boy|christmas|christmas eve|north pole|train;http://www.imdb.com/title/tt0338348/?ref_=fn_tt_tt_1
92;Independence Day: Resurgence ;187;272;273;274;120;2016;Action|Adventure|Sci-Fi;5.5;286;PG-13;English;USA;alien|battle|defense|independence day|mothership;http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1
93;How to Train Your Dragon ;278;275;276;277;98;2010;Adventure|Animation|Family|Fantasy;8.2;288;PG;English;USA;dragon|island|training|viking|village;http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1
94;Terminator 3: Rise of the Machines ;281;279;29;280;109;2003;Action|Sci-Fi;6.4;280;R;English;USA;drifter|exploding truck|future|machine|skynet;http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1
95;Guardians of the Galaxy ;284;282;140;283;121;2014;Action|Adventure|Sci-Fi;8.1;653;PG-13;English;USA;bounty hunter|outer space|raccoon|talking animal|tree;http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1
96;Interstellar ;15;285;102;286;169;2014;Adventure|Drama|Sci-Fi;8.6;712;PG-13;English;USA;black hole|father daughter relationship|saving the world|space travel|wormhole;http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1
97;Inception ;15;84;12;14;148;2010;Action|Adventure|Sci-Fi|Thriller;8.8;642;PG-13;English;USA;ambiguous ending|corporate espionage|dream|subconscious|thief;http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1
98;Godzilla Resurgence ;290;287;288;289;120;2016;Action|Adventure|Drama|Horror|Sci-Fi;8.2;1;;Japanese;Japan;blood|godzilla|monster|sequel;http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1
99;The Hobbit: An Unexpected Journey ;68;65;66;67;182;2012;Adventure|Fantasy;7.9;645;PG-13;English;USA;dragon|dwarf|hobbit|orc|wizard;http://www.imdb.com/title/tt0903624/?ref_=fn_tt_tt_1
100;The Fast and the Furious ;216;139;140;291;106;2001;Action|Crime|Thriller;6.7;187;PG-13;English;USA;eighteen wheeler|illegal street racing|truck|trucker|undercover cop;http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1
101;The Curious Case of Benjamin Button ;294;143;292;293;166;2008;Drama|Fantasy|Romance;7.8;362;PG-13;English;USA;deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging;http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1
102;X-Men: First Class ;295;145;198;184;132;2011;Action|Adventure|Sci-Fi;7.8;500;PG-13;English;USA;cia|cia agent|mutant|nuclear war|professor;http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1
103;The Hunger Games: Mockingjay - Part 2 ;298;145;296;297;137;2015;Adventure|Sci-Fi;6.6;389;PG-13;English;USA;death of sister|dystopia|execution|rebellion|revolution;http://www.imdb.com/title/tt1951266/?ref_=fn_tt_tt_1
104;The Sorcerer's Apprentice ;302;299;300;301;109;2010;Action|Adventure|Family|Fantasy;6.1;235;PG;English;USA;chosen one|enchanted object|love|spell|training;http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1
105;Poseidon ;305;220;303;304;98;2006;Action|Adventure|Drama|Thriller;5.6;231;PG-13;English;USA;cruise|escape|ocean|passenger|water;http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1
106;Alice Through the Looking Glass ;306;4;35;102;113;2016;Adventure|Family|Fantasy;6.4;218;PG;English;USA;clock|dark fantasy|mad hatter|queen|sequel;http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1
107;Shrek the Third ;310;307;308;309;93;2007;Adventure|Animation|Comedy|Family|Fantasy;6.1;227;PG;English;USA;disney spoof|fairy tale|prince|princess|tough guy;http://www.imdb.com/title/tt0413267/?ref_=fn_tt_tt_1
108;Warcraft ;314;311;312;313;123;2016;Action|Adventure|Fantasy;7.3;275;PG-13;English;USA;based on video game|fictional language|fictional war|orc|sword and sorcery;http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1
109;Terminator Genisys ;317;23;315;316;126;2015;Action|Adventure|Sci-Fi;6.6;474;PG-13;English;USA;alternate timeline|cyborg|future|robot|time machine;http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1
110;The Chronicles of Narnia: The Voyage of the Dawn Treader ;320;318;197;319;113;2010;Adventure|Family|Fantasy;6.3;228;PG;English;USA;dragon|king|mouse|quest|warrior;http://www.imdb.com/title/tt0980970/?ref_=fn_tt_tt_1
111;Pearl Harbor ;115;321;322;323;184;2001;Action|Drama|History|Romance|War;6.1;191;PG-13;English;USA;air raid|black smoke|japanese military|japanese navy|sunday;http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1
112;Transformers ;115;324;325;113;144;2007;Action|Adventure|Sci-Fi;7.1;396;PG-13;English;USA;alien contact|autobot|decepticon|robot vs. robot|teenage hero;http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1
113;Alexander ;328;326;240;327;206;2004;Action|Adventure|Biography|Drama|History|Romance|War;5.5;248;R;English;Germany;ancient greece|conquest|greek|greek myth|king;http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1
114;Harry Potter and the Order of the Phoenix ;38;329;36;330;138;2007;Adventure|Family|Fantasy|Mystery;7.5;329;PG-13;English;UK;battle|magic|school|teacher|wizard;http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1
115;Harry Potter and the Goblet of Fire ;159;329;36;37;157;2005;Adventure|Family|Fantasy|Mystery;7.6;295;PG-13;English;UK;fire|goblet|magic|tournament|wizard;http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1
116;Hancock ;92;61;331;150;102;2008;Action|Drama;6.4;318;PG-13;English;USA;bully comeuppance|destruction|prison|superhero|tough girl;http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1
117;I Am Legend ;298;61;332;333;104;2007;Drama|Horror|Sci-Fi;7.2;323;PG-13;English;USA;new york city|pandemic|post apocalypse|survivalist|virus;http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1
118;Charlie and the Chocolate Factory ;103;4;77;334;115;2005;Adventure|Comedy|Family|Fantasy;6.7;276;PG;English;USA;chocolate|diminution|miniaturization|physical flexability|ticket;http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1
119;Ratatouille ;261;335;133;336;111;2007;Animation|Comedy|Family|Fantasy;8.0;318;G;English;USA;chef|food|french|rat|restaurant;http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1
120;Batman Begins ;15;13;89;201;128;2005;Action|Adventure;8.3;478;PG-13;English;USA;armored car|gangster|gotham|mixed martial arts|social decay;http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1
121;Madagascar: Escape 2 Africa ;340;337;338;339;89;2008;Action|Adventure|Animation|Comedy|Family;6.7;167;PG;English;USA;africa|madagascar|new york city|sequel|zoo;http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1
